PID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,lat,lng,county_name
1074,0,0,0,0,0,0,1,0,0,1,1,0,Overton Healthcare Center,32.27336,-94.93893,Rusk
1077,0,2,1,0,0,1,1,0,0,0,0,0,Palacios Community Medical Center,28.76252,-96.22966,Matagorda
1079,0,1,0,0,0,0,0,0,0,0,0,1,Palestine Healthcare Center,31.87441,-95.66914,Anderson
1081,1,4,4,2,1,2,2,2,2,2,0,2,Palma Real Nursing Center,28.10546,-97.8103,San Patricio
1084,5,3,1,3,4,4,0,6,0,1,1,1,Palo Pinto General Hospital,32.80005,-98.12755,Palo Pinto
1085,2,7,4,7,5,8,9,6,2,2,2,2,Palo Pinto Nursing Center and Rehabilitation,32.80005,-98.12755,Palo Pinto
1086,4,6,4,5,7,6,10,5,2,2,4,1,Palomino Place,32.81577,-96.63039,Dallas
1088,1,0,0,0,1,1,1,0,0,0,0,0,Pampa Nursing Center,35.54207,-100.89977,Gray
1091,0,0,0,0,0,0,0,1,0,0,0,0,Panola Nursing and Rehabilitation Center,32.12895,-94.27705,Panola
1092,3,2,3,2,3,1,4,5,5,3,1,2,Paradigm At First Colony,29.52569,-95.533,Fort Bend
1093,0,0,0,3,1,3,0,1,4,3,2,4,Paradigm At Woodwind Lakes,29.87442,-95.52782,Harris
1094,1,0,0,2,4,0,1,0,0,0,1,2,Paris Health Care Center,33.65811,-95.60422,Lamar
1096,4,1,2,3,1,2,3,2,1,1,3,1,Park Bend Sn Health Center,30.38799,-97.70684,Travis
1097,13,7,10,14,9,4,5,10,5,5,2,3,Park Highland Nursing Center,32.09642,-95.9083,Henderson
1098,1,4,5,0,2,1,3,2,3,2,0,2,Park Manor Bee Cave,30.31942,-97.95838,Travis
1099,0,0,0,0,0,0,2,0,1,0,0,1,Park Manor Health Care And Rehabilitation,32.59884,-96.86375,Dallas
1100,23,17,16,21,21,23,19,24,14,29,33,31,Park Manor of Conroe,30.32957,-95.5141,Montgomery
1101,10,7,10,6,9,9,3,4,5,6,6,4,Park Manor of Cyfair,29.92218,-95.54705,Harris
1102,16,11,15,8,12,17,11,12,9,9,13,6,Park Manor of Cypress Station,30.00863,-95.44388,Harris
1103,27,20,21,19,21,27,20,24,18,13,18,27,Park Manor of Humble,30.00679,-95.29018,Harris
1104,5,7,10,7,10,8,7,16,8,6,7,10,Park Manor of McKinney,33.16547,-96.59469,Collin
1105,7,5,3,6,10,14,7,5,5,9,6,2,Park Manor of Quail Valley,29.52569,-95.533,Fort Bend
1106,14,13,14,10,15,7,6,17,19,9,9,12,Park Manor of The Woodlands,30.23494,-95.49526,Montgomery
1107,15,11,19,12,15,12,12,15,11,8,16,16,Park Manor of Tomball,30.09543,-95.58939,Harris
1108,15,9,8,6,8,8,6,7,8,13,10,12,Park Manor of Westchase,29.72359,-95.64179,Harris
1109,19,14,9,12,6,18,10,16,13,8,10,12,Park Manor South Belt,29.58675,-95.22525,Harris
1110,1,0,0,1,1,0,0,1,0,1,0,1,Park Place Health Care Center,30.66539,-97.59735,Williamson
1111,0,0,0,1,0,0,0,0,0,0,0,0,Park Place Manor,31.05136,-97.49967,Bell
1112,15,19,12,15,19,17,17,20,8,7,4,8,Park Place Nursing,32.32329,-95.30091,Smith
1120,4,1,1,1,4,2,1,3,2,2,5,2,Park Valley Inn Health Center,30.53345,-97.72475,Williamson
1121,0,1,1,2,1,2,2,2,1,2,3,3,Park View Care Center,32.75207,-97.26549,Tarrant
1122,0,2,3,1,2,0,2,1,0,2,0,6,Park View Nursing and Rehabilitation,32.253640000000004,-101.47291,Howard
1123,1,2,1,1,2,1,1,1,1,1,1,1,Park View Nursing Care Center,34.17746,-102.78205,Bailey
1124,5,6,7,5,7,1,2,2,4,4,3,3,Parklane West,29.48906,-98.45671,Bexar
1125,0,1,1,1,0,1,0,0,0,0,1,0,Parkview Hospital,35.43810999999999,-100.19616,Wheeler
1126,0,3,0,0,0,3,1,1,1,2,0,2,Parkview Manor Nursing and Rehabilitation,29.65418,-96.73556,Colorado
1127,6,3,2,6,2,5,6,2,1,1,1,5,Parkview Nursing And Rehabilitation Center,29.870490000000004,-97.67528,Caldwell
1128,0,0,1,0,0,1,1,0,0,0,1,1,Parkview Regional Hospital,31.65532,-96.46855,Limestone
1129,5,1,10,5,5,4,4,4,1,4,3,3,Parkway Place,29.750120000000006,-95.61547,Harris
1130,3,5,3,5,5,3,10,8,1,2,3,4,Parkwood Healthcare Community,32.83064,-97.14522,Tarrant
1132,1,2,2,1,0,2,0,1,0,1,0,1,Parkwood Place Healthcare Center,31.33969,-94.82173,Angelina
1135,3,3,2,7,5,3,4,2,2,3,5,6,Pasadena Care Center,29.64802,-95.18998,Harris
1136,2,2,1,2,1,4,2,2,1,3,1,3,Pathways Memory Care At Villa Toscana,29.9805,-95.46358,Harris
1137,2,4,3,4,4,5,9,7,4,6,6,6,Patriot Heights San Antonio,29.52465,-98.60749,Bexar
1138,7,6,6,7,3,0,0,0,0,0,0,0,Patriot Rehabilitation And Wellness Center,31.9519,-106.43401,El Paso
1139,0,0,0,0,0,2,2,1,1,1,2,2,Peach Tree Place,32.75481,-97.78995,Parker
1141,2,3,3,2,1,3,4,1,1,0,2,1,Pearl Nordan Care Center Of Juliette Fowler Communities,32.82867,-96.74542,Dallas
1143,0,0,0,0,0,2,0,0,0,0,1,0,Pearsall Skilled Nursing and Rehabilitation Center,28.90171,-99.14689,Frio
1144,3,6,4,2,5,2,2,5,2,6,8,6,Pebble Creek Nursing Center,31.77618,-106.29785,El Paso
1145,1,1,1,2,0,0,0,1,1,1,0,0,Pecan Manor Nursing And Rehabilitation,32.64076,-97.21584,Tarrant
1146,3,3,5,3,3,1,1,2,0,1,3,2,Pecan Tree Rehab and Healthcare Center,33.65629000000001,-97.17453,Cooke
1148,5,5,5,8,1,3,9,6,5,6,1,8,Pecan Valley Rehabilitation And Healthcare Center,29.36614,-98.37786,Bexar
1149,2,2,2,0,0,0,0,0,0,0,0,1,Pecos County Memorial Hospital,30.74292,-102.78315,Pecos
1150,0,0,0,0,0,0,0,0,0,1,2,1,Pennsylvania Rehab,32.7287,-97.31777,Tarrant
1151,0,0,0,0,0,1,1,0,0,0,0,0,Permian Regional Medical Center,32.32942,-102.69917,Andrews
1153,1,1,0,2,2,1,2,2,0,1,3,2,Petal Hill Nursing and Rehabilitation Center,32.32329,-95.30091,Smith
1155,1,2,0,0,0,0,0,1,0,2,1,0,Pflugerville Care Center,30.443040000000003,-97.5955,Travis
1156,3,2,1,0,0,2,2,1,3,2,1,0,Pflugerville Nursing and Rehabilitation Center,30.443040000000003,-97.5955,Travis
1158,1,3,4,3,2,2,4,5,3,4,1,3,Pilot Point Care Center,33.3719,-96.91965,Denton
1159,5,0,0,1,4,1,3,0,1,5,1,6,Pine Arbor,30.41587,-94.17206,Hardin
1162,4,7,10,6,9,9,5,8,7,6,5,6,Pine Grove,31.73268,-94.20157,Shelby
1163,0,3,2,3,6,5,0,4,1,6,1,4,"Pine Ridge Health Care, LLP",30.7127,-94.82192,Polk
1165,0,0,0,0,2,0,2,1,3,6,5,5,Pine Shadow Retreat,30.11106,-95.26741,Montgomery
1166,6,6,8,5,0,3,3,2,3,2,2,0,Pine Tree Lodge Nursing Center,32.509640000000005,-94.82784,Gregg
1167,0,0,0,0,0,1,0,0,0,1,0,0,Pinecrest Nursing and Rehabilitation Center,32.32329,-95.30091,Smith
1168,2,4,4,2,6,7,6,7,3,2,3,5,Pinecrest Retirement Community,31.33969,-94.82173,Angelina
1170,2,2,0,1,3,1,2,1,0,0,0,0,Pittsburg Nursing Center,32.96953,-94.95017,Camp
1171,2,0,2,1,2,0,2,1,2,1,2,0,Plains Memorial Hospital,34.48692,-102.33088,Castro
1172,1,6,3,6,4,7,4,8,4,5,3,5,Plainview Healthcare Center,34.17157,-101.73864,Hale
1174,2,0,4,3,4,3,2,3,0,0,1,0,Pleasant Manor Health and Rehabilitation Center,32.36912,-96.79744,Ellis
1175,9,5,4,10,4,3,4,9,4,1,1,2,Pleasant Springs Healthcare Center,33.21697,-94.97819,Titus
1176,3,5,8,3,4,1,3,5,1,1,0,3,Pleasant Valley Healthcare and Rehabilitation Center,32.92766,-96.62008,Dallas
1177,4,2,3,1,3,2,3,1,3,1,4,2,Ponderosa Nursing and Rehabilitation,33.50992,-94.62748,Bowie
1178,5,3,2,3,4,3,6,4,2,4,3,4,Port Lavaca Nursing and Rehabilitation Center,28.6023,-96.60786,Calhoun
1179,0,1,0,1,0,1,0,1,0,1,0,1,Post Nursing and Rehabilitation Center,33.25907,-101.33041,Garza
1181,0,0,0,2,1,0,0,1,1,0,0,0,Prairie Acres Rehabilitation And Nursing Friona Heritage Estates,34.68445,-102.78722,Parmer
1182,5,8,7,9,9,9,6,8,2,6,6,5,Prairie Estates,,,Collin
1183,4,1,1,2,2,1,2,2,1,2,1,1,Prairie House Living Center,34.17157,-101.73864,Hale
1186,0,1,0,0,0,0,0,0,0,0,0,0,"Presbyterian Manor, Inc",33.85238,-98.54057,Wichita
1187,18,34,41,35,28,42,31,39,20,19,12,25,Presbyterian Village North,32.91211,-96.73563,Dallas
1188,5,8,7,9,10,8,8,12,6,7,8,10,Prestonwood Rehabilitation and Nursing Center,33.0355,-96.81001,Collin
1189,1,1,2,1,1,0,1,2,1,1,4,1,Promise Skilled Nursing Facility of Wichita Falls,33.90561,-98.48,Wichita
1191,33,31,30,31,30,28,30,23,15,13,11,18,Providence Park of Tyler,32.23855,-95.32063,Smith
1192,2,10,0,4,3,0,1,4,1,1,4,0,Quality Care of Waco,31.55371,-97.15818,McLennan
1196,2,4,3,4,3,4,3,4,3,4,3,4,Querencia at Barton Creek,30.2659,-97.86658,Travis
1198,5,6,9,6,6,0,1,7,7,10,5,4,Rambling Oaks Courtyard Extensive Care Community,33.07885,-97.06273,Denton
1199,0,1,1,1,0,1,1,2,0,1,0,0,Ranger Care Center,32.50228,-98.66151,Eastland
1201,10,11,5,5,4,5,4,6,3,2,2,2,RAPID RECOVERY CENTER OF FORT WORTH,32.667590000000004,-97.41797,Tarrant
1203,1,2,2,0,0,0,0,0,0,0,1,0,Rayburn Health Care and Rehabilitation,30.94151,-94.05383,Jasper
1206,1,4,6,2,4,3,3,8,1,4,3,5,Red Oak Health And Rehabilitation Center,32.52278,-96.8101,Ellis
1211,1,0,1,0,0,1,0,0,0,1,1,0,Refugio Manor Skilled Nursing and Rehabilitation Center,28.35557,-97.15776,Refugio
1213,1,0,0,3,0,0,0,0,0,0,1,2,Regency Manor Healthcare Center,31.138070000000006,-97.37258,Bell
1214,0,0,0,0,0,0,0,0,3,2,2,0,"Regency Manor Nursing and Rehabilitation, LP",29.11822,-98.2018,Wilson
1215,14,17,25,20,24,20,19,26,24,27,19,18,Regency Village,29.53781,-95.13687,Harris
1216,0,1,5,11,18,19,24,5,6,10,10,13,Regent Care Center at Medical Center,29.50555,-98.5722,Bexar
1217,6,6,4,6,5,9,6,3,2,4,5,1,Regent Care Center of El Paso,31.76791,-106.33018,El Paso
1218,14,14,14,19,20,10,18,21,14,27,15,22,Regent Care Center of Kingwood,30.04922,-95.22136,Harris
1219,0,1,1,3,2,0,1,1,0,3,2,3,Regent Care Center of Laredo,27.554170000000006,-99.46337,Webb
1220,6,4,10,7,6,9,12,8,10,11,12,7,Regent Care Center of League City,29.50205,-95.08652,Galveston
1221,4,9,12,7,5,2,7,6,7,2,0,0,Regent Care Center of Oakwell Farms,29.4915,-98.4011,Bexar
1222,3,2,4,2,4,2,3,2,3,3,3,3,Regent Care Center of San Marcos,29.87958,-97.96642,Guadalupe
1223,3,5,7,8,7,8,1,3,5,6,5,5,Regent Care Center of the Woodlands,30.17818,-95.50144,Montgomery
1224,5,1,6,0,1,4,4,2,1,2,0,5,Regent Care Center of Woodway,31.52401,-97.25565,McLennan
1226,1,1,1,1,0,1,1,1,1,0,0,1,Remarkable Healthcare Of Dallas,32.71162,-96.78369,Dallas
1229,6,0,3,7,3,2,4,3,1,3,2,2,Remarkable Healthcare Of Fort Worth Lp,32.8588,-97.29129,Tarrant
1230,1,3,2,1,1,1,2,2,0,0,1,0,Remarkable Healthcare Of Prestonwood,33.034240000000004,-96.89672,Denton
1231,2,0,2,1,3,3,0,1,2,2,0,2,Remarkable Healthcare Of Seguin,29.5334,-97.93886,Guadalupe
1232,39,43,48,29,32,46,36,40,23,17,19,18,Remington Transitional Care of Richardson,32.99159,-96.66233,Collin
1233,12,17,13,7,20,12,7,17,15,24,21,13,REMINGTON TRANSITIONAL CARE OF SAN ANTONIO,29.50555,-98.5722,Bexar
1234,4,2,2,4,4,8,2,9,5,6,3,6,Renaissance Care Center,33.65629000000001,-97.17453,Cooke
1235,8,4,7,7,9,4,6,7,1,1,1,1,Renaissance Park Multi Care Center,32.701,-97.38392,Tarrant
1236,0,0,0,0,0,1,0,0,0,0,0,0,Renaissance Park MultiCare Center,32.701,-97.38392,Tarrant
1237,1,0,0,0,0,0,0,0,0,0,0,0,Renaissance Villa,30.65,-97.00757,Milam
1239,0,4,7,1,2,2,3,2,6,5,3,4,Retama Manor Nursing Center Alice,27.71843,-98.14284,Jim Wells
1240,2,4,3,0,2,4,1,2,0,2,1,0,Retama Manor Nursing Center Corpus Christi North,27.77425,-97.43876,Nueces
1241,0,0,1,1,0,1,1,1,1,0,0,0,Retama Manor Nursing Center Edinburg,26.27915,-98.18321,Hidalgo
1242,5,8,8,8,10,8,6,10,11,9,5,8,Retama Manor Nursing Center Harlingen,26.25668,-97.66671,Cameron
1243,1,1,1,0,0,0,0,1,1,2,0,0,Retama Manor Nursing Center Jourdanton,28.83753,-98.59731,Atascosa
1244,1,3,0,0,0,2,2,0,2,3,1,4,Retama Manor Nursing Center Laredo South,27.51345,-99.50228,Webb
1245,1,0,0,0,0,1,0,3,2,2,1,1,Retama Manor Nursing Center Laredo West,27.51345,-99.50228,Webb
1246,0,0,0,1,1,3,3,2,3,1,2,3,Retama Manor Nursing Center McAllen,26.21583,-98.23917,Hidalgo
1247,3,0,0,0,0,0,0,1,1,2,0,1,Retama Manor Nursing Center Pleasanton North,28.93614,-98.42572,Atascosa
1248,1,1,2,2,1,1,0,2,0,1,0,0,Retama Manor Nursing Center Pleasanton South,28.93614,-98.42572,Atascosa
1249,3,5,9,6,3,4,4,7,3,5,5,2,Retama Manor Nursing Center Raymondville,26.48667,-97.73793,Willacy
1250,3,7,7,3,1,5,4,7,4,6,3,2,Retama Manor Nursing Center Rio Grande City,26.55556,-98.73563,Starr
1251,0,2,2,2,1,0,0,1,1,2,1,0,Retama Manor Nursing Center San Antonio North,29.4646,-98.49266,Bexar
1252,2,2,1,1,1,0,3,0,1,1,1,0,Retama Manor Nursing Center San Antonio West,29.42111,-98.56936,Bexar
1253,1,2,3,2,3,3,4,1,1,0,0,0,Retama Manor Nursing Home,26.15805,-97.98925,Hidalgo
1254,0,0,3,3,3,7,2,0,4,6,3,4,Retama Manor South,28.80493,-96.98473,Victoria
1255,4,2,7,6,4,6,7,5,4,6,4,7,Reunion Plaza Healthcare and Rehabilitation,32.23855,-95.32063,Smith
1256,9,12,5,14,21,17,10,12,5,3,4,6,Reunion Plaza Senior Care Center,33.51343,-94.13057,Bowie
1257,0,0,0,0,0,1,1,1,0,0,0,0,Rice Medical Center,29.52568,-96.30213,Colorado
1260,2,2,2,2,2,4,5,2,0,0,2,3,Richland Hills Nursing and Rehabilitation Center,32.79966,-97.20767,Tarrant
1261,1,0,3,1,0,0,4,1,2,0,1,2,Richmond Health Care Center,29.48,-95.68315,Fort Bend
1263,3,4,7,6,6,3,6,4,5,2,3,2,Ridgecrest Healthcare And Rehabilitation Center,32.74204,-96.45185,Kaufman
1264,1,0,0,0,0,0,0,0,0,0,0,0,Ridgecrest Retirement Center,31.52401,-97.25565,McLennan
1265,3,3,3,3,2,4,3,9,4,5,3,3,Ridgeview Rehabilitation and Skilled Nursing,32.28511,-97.51137,Johnson
1266,5,8,8,13,13,12,7,9,8,4,3,1,Ridgmar Medical Lodge,32.72172,-97.44637,Tarrant
1267,8,4,5,5,7,4,3,6,3,2,5,2,Rio Grande City Nursing and Rehabilitation Center,26.55556,-98.73563,Starr
1268,1,2,2,2,0,0,0,1,2,1,0,0,Rising Star Nursing Center,32.11606,-98.98478,Eastland
1269,2,1,1,1,0,0,0,0,0,0,0,0,River City Care Center,29.428140000000006,-98.46082,Bexar
1270,8,9,11,7,11,10,14,11,10,9,9,8,River Hills Health and Rehabilitation Center,30.03422,-99.15819,Kerr
1271,2,0,0,0,1,3,3,4,1,1,2,1,River Oaks Health and Rehabilitation Center,32.81451,-97.35244,Tarrant
1272,0,0,0,0,0,0,0,0,0,2,2,4,River Ridge Nursing And Rehabilitation,27.83848,-97.59654,Nueces
1273,3,2,3,0,1,0,1,2,2,0,0,0,River Valley Health and Rehabilitation Center,33.65629000000001,-97.17453,Cooke
1275,5,1,2,1,0,2,4,1,3,0,0,0,Riverside Rehabilitation and Health Care Center,30.230490000000003,-97.71401,Travis
1276,0,0,0,0,0,0,0,1,1,0,0,2,Riverview Nursing And Rehabilitation,29.85533,-98.72266,Kendall
1278,0,1,2,3,2,2,0,1,0,0,0,0,Robert Lee Care Center,31.88095,-100.61152,Coke
1279,3,0,0,0,0,0,0,2,1,1,2,1,Robstown Nursing And Rehabilitation Center,27.789040000000004,-97.74623,Nueces
1280,3,1,3,1,5,1,0,1,0,2,0,1,Rock Creek Health and Rehabilitation,33.16816,-95.60681,Hopkins
1281,5,4,2,5,2,3,6,8,5,3,1,3,"Rock Haven Nursing Home, Inc",31.62169,-94.74495,Nacogdoches
1285,1,1,1,3,3,2,2,2,1,1,0,0,Rockport Nursing And Rehabilitation Center,28.143890000000006,-97.05081,Aransas
1286,1,0,0,0,0,0,0,1,1,1,0,0,Rockwall Nursing Care Center,32.941720000000004,-96.44993,Rockwall
1287,2,1,0,1,3,2,1,0,0,0,3,0,Rolling Meadows,33.89493,-98.54383,Wichita
1289,1,4,4,3,1,1,2,2,2,0,1,1,ROLLINGBROOK REHABILITATION AND HEALTHCARE CENTER,29.79849,-94.96589,Harris
1290,0,1,2,1,0,1,3,3,4,2,3,2,Rollins Brook Community Hospital,31.08754,-98.22873,Lampasas
1292,2,1,1,0,1,0,2,1,1,0,1,0,Rose Haven Retreat,33.115559999999995,-94.20197,Cass
1293,4,7,5,5,5,7,4,5,2,1,3,9,Rose Trail Nursing And Rehabilitation Center,32.32329,-95.30091,Smith
1294,3,0,2,1,3,3,0,1,0,2,0,1,"Rosenberg Health and Rehabilitation Center, LP",29.54596,-95.86816,Fort Bend
1295,0,0,0,0,0,0,0,0,0,2,0,1,Rosewood Rehabilitation and Care Center,29.48787,-98.29148,Bexar
1297,0,2,5,4,6,5,5,2,2,4,3,4,Rowlett Health and Rehabilitation Center,32.89229,-96.54917,Dallas
1298,0,0,0,0,0,0,0,1,1,0,0,0,Royal Manor East,31.52401,-97.25565,McLennan
1300,5,5,9,11,7,8,10,7,9,6,7,7,Royal Oaks Residence and Rehabilitation Center,29.72359,-95.64179,Harris
1301,3,4,4,7,8,8,5,3,3,5,4,1,Royse City Health and Rehabilitation Center,32.95188,-96.3119,Rockwall
1302,2,0,1,0,1,0,1,0,2,1,2,1,Runningwater Draw Care Center,34.19815,-102.12114,Lamb
1304,3,0,1,2,1,1,2,1,1,0,1,1,Sagebrook Health Center,30.50395,-97.82463,Williamson
1305,1,1,0,0,0,0,1,0,2,2,0,0,Sagecrest Alzheimers Care Center,31.484820000000006,-100.43723,Tom Green
1308,25,15,22,17,12,20,17,14,20,15,12,17,Saint Catherine Center,31.52401,-97.25565,McLennan
1309,2,1,2,3,4,5,1,1,2,1,1,1,Saint Dominic Village,29.69711,-95.35744,Harris
1311,2,2,2,0,0,0,1,2,1,1,2,1,Saint James House of Baytown,29.73897,-94.9983,Harris
1316,2,7,3,2,4,2,2,3,2,2,1,3,Saint Teresa Nursing and Rehabilitation Center,31.79772,-106.36331,El Paso
1317,0,2,0,0,0,0,0,0,0,0,0,0,San Antonio Residence and Rehabilitation Center,29.54613,-98.55551,Bexar
1320,2,0,1,0,1,0,1,0,1,0,1,0,SAN GABRIEL REHABILITATION AND CARE CENTER,30.54489,-97.64379,Williamson
1321,1,2,2,5,5,2,1,6,6,7,3,2,San Jacinto Manor Skilled Nursing And Rehab,29.698390000000003,-95.12128,Harris
1325,1,0,1,2,1,0,2,1,0,0,0,2,"San Juan Nursing Home, Inc",26.16789,-98.15483,Hidalgo
1326,2,1,0,1,0,1,0,1,0,1,0,1,San Marcos Rehabilitation and Healthcare Center,29.87958,-97.96642,Guadalupe
1327,1,1,5,3,1,4,4,0,1,2,1,2,San Pedro Manor,29.4646,-98.49266,Bexar
1328,0,0,0,0,0,0,0,0,0,0,0,1,San Rafael Nursing and Rehabilitation Center,27.6566,-97.48182,Nueces
1329,5,12,13,11,8,12,9,10,9,4,3,5,San Remo,32.99159,-96.66233,Collin
1331,5,8,15,15,8,9,5,10,11,7,7,3,Sandy Lake Rehabilitation and Care Center,32.96329,-96.98553,Dallas
1332,5,6,5,9,8,9,5,3,4,3,6,7,Santa Fe Health and Rehabilitation Center,32.75481,-97.78995,Parker
1334,2,1,3,4,7,5,3,6,1,5,2,1,Scc At Hunters Pond Rehabilitation And Healthcare Center,29.29428,-98.53945,Bexar
1338,1,0,1,1,2,2,2,0,2,0,2,0,Schulenburg Regency Nursing Center,29.68793,-96.93415,Fayette
1340,0,0,0,1,1,0,0,0,0,0,0,0,Scott and White Memorial Hospital Skilled Nursing Unit STC4,31.07746,-97.36411,Bell
1341,3,2,2,1,3,7,4,6,2,1,4,2,"Seabreeze Nursing and Rehabilitation, LP",29.39941,-94.99751,Galveston
1342,2,4,5,4,3,3,1,2,0,2,0,2,Sedona Trace Health and Wellness,30.35575,-97.64482,Travis
1343,6,7,5,3,6,6,6,10,5,7,6,6,Senior Care at Stephenville,32.28259,-98.19882,Erath
1344,2,7,9,8,3,6,8,2,5,0,1,1,Senior Care At The Homestead Of Denison,33.77167,-96.60413,Grayson
1345,1,2,1,1,1,0,0,3,2,2,0,0,Senior Care Beltline Health and Rehabilitation,32.92766,-96.62008,Dallas
1346,0,2,1,2,1,1,2,1,1,1,0,2,Senior Care Brownwood,31.7425,-99.03991,Brown
1347,4,4,3,3,6,7,9,8,5,5,7,5,Senior Care Center At Valley Grande Manor,25.96396,-97.55009,Cameron
1348,1,1,0,0,0,1,0,1,1,0,0,2,Senior Care Center of Marlandwood East,31.09622,-97.41034,Bell
1349,10,8,14,7,8,6,9,9,10,10,6,10,Senior Care Centers Green Oaks,32.68906,-97.18871,Tarrant
1350,5,3,3,5,9,11,2,8,7,6,2,3,Senior Care Centers Regency House,31.540940000000006,-100.62879,Tom Green
1351,4,7,12,13,13,9,12,17,11,9,14,13,Senior Care Denton Post Acute Care,33.20883,-97.05736,Denton
1352,4,3,4,2,2,1,3,7,5,2,1,4,Senior Care Edinburg Health And Rehabilitation,26.27915,-98.18321,Hidalgo
1353,6,5,11,6,9,8,9,6,5,8,7,5,Senior Care Health and Rehabilitation Center,33.86456,-98.49109,Wichita
1354,2,2,5,9,10,10,8,8,0,2,2,2,Senior Care Health and Rehabilitation Center,33.16683,-97.84266,Wise
1355,8,5,9,6,6,8,6,5,0,0,0,0,Senior Care Health and Rehabilitation Center,33.272,-97.51417,Wise
1356,0,1,1,1,1,1,1,0,0,0,0,0,Senior Care Health and Rehabilitation Dallas,32.75075,-96.75806,Dallas
1357,0,0,1,0,0,0,0,1,0,0,0,0,Senior Care Of Corpus Christi Assisted Living Facility,27.77425,-97.43876,Nueces
1358,6,11,12,9,18,5,6,6,6,3,5,3,Senior Care of Crowley,32.577020000000005,-97.41283,Tarrant
1361,14,12,13,14,10,19,10,19,20,19,15,18,Senior Care of Harbor Lakes,32.42318,-97.80877,Hood
1362,8,7,5,11,5,6,4,2,6,5,1,4,Senior Care of Hewitt,31.4538,-97.19366,McLennan
1363,11,11,13,9,9,11,10,6,6,7,10,10,Senior Care of Holland Lake,32.75481,-97.78995,Parker
1364,3,1,2,7,9,14,8,7,6,3,4,6,Senior Care of Marlandwood West,31.09622,-97.41034,Bell
1365,4,5,4,3,4,11,6,8,6,2,4,13,Senior Care Of Meadow Creek,31.283590000000004,-100.39453,Tom Green
1366,0,0,0,0,0,0,0,0,0,7,1,5,Senior Care of San Angelo,31.283590000000004,-100.39453,Tom Green
1367,4,1,2,2,5,6,3,4,4,4,8,8,Senior Care Of Weston Inn,31.138070000000006,-97.37258,Bell
1368,0,0,5,1,2,2,4,3,7,5,1,3,Senior Care Of Windcrest,29.5168,-98.363,Bexar
1369,0,1,0,0,1,2,2,1,1,1,1,0,Senior Care of Wurzbach,29.50555,-98.5722,Bexar
1370,15,13,12,7,8,4,5,5,5,4,3,1,Senior Care Stallings Court Nursing and Rehabilitation,31.72385,-94.62609,Nacogdoches
1371,0,0,0,0,1,1,1,0,0,0,0,0,Senior Rehabilitation and Skilled Nursing Center,29.93921,-93.91601,Jefferson
1372,0,1,1,0,1,1,1,0,0,1,0,4,"Senior Suite Care and Rehabilitation, LLC",32.87828,-95.75557,Rains
1374,0,1,0,1,0,1,1,1,1,0,1,1,Seton Edgar B Davis Hospital,29.69106,-97.6345,Caldwell
1379,0,4,3,5,1,2,2,1,1,0,0,0,Settlers Ridge Care Center,33.34028,-96.75033,Collin
1380,3,3,3,3,4,2,2,2,2,2,4,2,"Seven Acres Jewish Senior Care Services, Inc",29.68802,-95.51627,Harris
1381,1,0,1,1,1,2,0,0,2,1,0,0,Seven Oaks Nursing and Rehabilitation,33.57268,-96.17766,Fannin
1382,0,0,0,2,1,1,1,1,0,0,0,0,Seymour Hospital,33.61862,-99.2424,Baylor
1383,2,2,1,1,1,1,0,0,0,0,0,2,Seymour Rehabilitation and Healthcare,33.61862,-99.2424,Baylor
1384,0,1,0,0,1,1,0,1,0,0,0,0,Shady Acres Nursing and Rehabilitation Center,30.8352,-93.72844,Newton
1385,0,0,0,0,1,1,0,1,0,0,1,0,Shady Oak Nursing and Rehabilitation Center,29.56786,-97.08484,Lavaca
1386,0,0,0,0,0,1,2,1,1,2,0,0,Shady Shores,31.30812,-93.77894,Sabine
1388,3,4,3,3,2,0,2,3,2,0,2,3,Shannon Medical Center,31.484820000000006,-100.43723,Tom Green
1391,1,1,1,3,2,1,1,0,2,3,4,8,Sharpview Residents and Rehab,29.70167,-95.53594,Harris
1392,4,1,5,4,10,4,6,5,0,1,2,1,Sheridan Medical Lodge,34.09738,-98.62144,Wichita
1393,2,1,1,2,1,0,0,2,0,1,0,0,Shiner Nursing and Rehabilitation Center,29.45352,-97.18786,Lavaca
1394,0,0,1,0,0,0,0,0,0,0,1,0,Shinnery Oaks Community,32.94697,-102.8723,Yoakum
1396,0,0,1,0,1,2,0,2,1,1,1,4,"Sienna Nursing and Rehabilitation, LP",31.79918,-102.46788,Ector
1398,17,13,14,12,13,19,13,14,11,10,14,11,Signature Pointe on the Lake,32.94562,-96.80137,Dallas
1399,2,2,0,1,1,2,0,0,0,0,1,0,Silsbee Convalescent Center,30.41587,-94.17206,Hardin
1400,2,0,0,1,0,2,1,1,2,0,0,1,"Silsbee Oaks Health Care, LLP",30.41587,-94.17206,Hardin
1401,1,0,2,1,0,0,1,2,1,0,0,0,Silver Creek Manor,29.503190000000004,-98.66622,Bexar
1403,2,4,0,1,2,3,1,4,3,7,7,6,Silver Tree Nursing and Rehabilitation Center,29.54622,-98.26628,Guadalupe
1404,0,0,0,0,0,0,1,0,0,0,5,5,Silverado Hermann Park Memory Care,29.72463,-95.36307,Harris
1406,1,0,1,2,3,1,1,5,1,3,3,2,Silverspring Health And Rehabilitation Center,32.57965,-99.6635,Taylor
