PID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,ProviderPracticeAddress1,ProviderPracticeAddress2,ProviderPracticeCity,ProviderPracticeStateCode,ProviderPracticeZipCode,County,zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1519,4,6,9,9,9,11,20,21,11,11,8,9,The Enclave,18803 HARDY OAK BLVD,,SAN ANTONIO,TX,78258,Bexar,78258.0,29.6337,-98.49605,San Antonio,TX,Texas,True,,46418.0,987.2,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
1520,6,8,14,7,19,13,14,11,11,11,9,11,The Forum at Lincoln Heights,311 W NOTTINGHAM DR,,SAN ANTONIO,TX,78209,Bexar,78209.0,29.48906,-98.45671,San Antonio,TX,Texas,True,,42045.0,1485.7,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
1521,4,4,5,6,7,8,5,4,5,6,4,6,The Forum at Memorial Woods,777 N POST OAK RD,,HOUSTON,TX,77024,Harris,77024.0,29.77083,-95.51166,Houston,TX,Texas,True,,38379.0,1046.9,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1522,5,3,5,6,6,3,1,2,1,1,2,1,The Forum at Park Lane,7827 PARK LN,,DALLAS,TX,75225,Dallas,75225.0,32.8652,-96.79097,Dallas,TX,Texas,True,,21296.0,1708.8,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1523,0,1,1,1,1,0,0,3,1,2,0,1,The Gardens Of Bellaire,4620 BELLAIRE BLVD,,BELLAIRE,TX,77401,Harris,77401.0,29.70443,-95.46175,Bellaire,TX,Texas,True,,19283.0,1808.4,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1524,7,8,5,6,18,10,8,6,6,8,5,8,The Grace Care Center of Katy,23553 W FERNHURST DR,,KATY,TX,77494,Harris,77494.0,29.7433,-95.82861,Katy,TX,Texas,True,,114989.0,582.3,48157.0,Fort Bend,"{'48157':91.69,'48201':8.13,'48473':0.18}",Fort Bend|Harris|Waller,48157|48201|48473,False,False,America/Chicago
1525,0,1,2,0,0,0,0,0,1,0,0,0,The Hallmark,4718 HALLMARK DR,,HOUSTON,TX,77056,Harris,77056.0,29.74833,-95.46803,Houston,TX,Texas,True,,21807.0,2084.3,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1526,11,10,12,17,15,12,9,9,4,2,1,3,The Harrison at Heritage,4600 HERITAGE TRACE PKWY,,FORT WORTH,TX,76244,Tarrant,76244.0,32.93098,-97.28435,Keller,TX,Texas,True,,76882.0,1353.9,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
1527,22,19,10,13,18,26,18,18,12,7,8,11,THE HEALTHCARE RESORT OF PLANO,3325 W PLANO PKWY,,PLANO,TX,75075,Collin,75075.0,33.021370000000005,-96.74102,Plano,TX,Texas,True,,36917.0,1303.0,48085.0,Collin,{'48085':100},Collin,48085,False,False,America/Chicago
1528,1,4,3,5,5,2,1,5,7,6,5,5,The Heights of Alamo,1214 S ALAMO RD,,ALAMO,TX,78516,,78516.0,26.14583,-98.11938,Alamo,TX,Texas,True,,35097.0,342.3,48215.0,Hidalgo,{'48215':100},Hidalgo,48215,False,False,America/Chicago
1529,4,4,8,4,6,5,5,6,4,3,0,2,The Heights of Atascosa,1855 W GOODWIN ST,,PLEASANTON,TX,78064,Atascosa,78064.0,28.93614,-98.42572,Pleasanton,TX,Texas,True,,16043.0,23.2,48013.0,Atascosa,"{'48013':99.45,'48493':0.55}",Atascosa|Wilson,48013|48493,False,False,America/Chicago
1530,5,5,3,3,4,2,2,7,3,3,1,3,The Heights Of Bulverde,384 HARMONY HLS,,BULVERDE,TX,78070,Comal,78070.0,29.89823,-98.4063,Spring Branch,TX,Texas,True,,16241.0,41.0,48091.0,Comal,"{'48031':4.1,'48091':95.72,'48259':0.18}",Comal|Blanco|Kendall,48091|48031|48259,False,False,America/Chicago
1531,1,0,1,0,1,0,2,0,1,0,2,1,The Heights of Gonzales,701 N SARAH DEWITT DR,,GONZALES,TX,78629,Gonzales,78629.0,29.47721,-97.45171,Gonzales,TX,Texas,True,,12047.0,10.8,48177.0,Gonzales,"{'48123':0.24,'48177':99.76}",Gonzales|DeWitt,48177|48123,False,False,America/Chicago
1532,2,1,3,3,2,4,3,3,2,3,1,0,The Heights of North Houston,303 HOLLOW TREE LN,,HOUSTON,TX,77090,Harris,77090.0,30.00863,-95.44388,Houston,TX,Texas,True,,39381.0,1547.2,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1533,20,23,22,20,17,18,18,13,14,16,17,17,The Heights of Tomball,27840 JOHNSON RD,,TOMBALL,TX,77375,Harris,77375.0,30.09543,-95.58939,Tomball,TX,Texas,True,,52785.0,444.4,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1534,2,1,1,0,1,0,2,1,3,0,1,1,The Heights of Tyler,2650 ELKTON TRL,,TYLER,TX,75703,Smith,75703.0,32.23855,-95.32063,Tyler,TX,Texas,True,,41842.0,264.5,48423.0,Smith,{'48423':100},Smith,48423,False,False,America/Chicago
1535,0,1,0,0,0,1,1,1,3,0,0,0,The Heights on Huebner,10127 HUEBNER RD,,SAN ANTONIO,TX,78240,Bexar,78240.0,29.52465,-98.60749,San Antonio,TX,Texas,True,,59502.0,1741.8,48029.0,Bexar,{'48029':100},Bexar,48029,False,False,America/Chicago
1537,0,1,0,0,1,2,0,5,1,1,0,0,The Heritage Nursing Home,1026 E GOODE ST,,QUITMAN,TX,75783,Wood,75783.0,32.82157,-95.42366,Quitman,TX,Texas,True,,7917.0,22.9,48499.0,Wood,{'48499':100},Wood,48499,False,False,America/Chicago
1538,0,2,3,4,4,2,3,2,2,1,2,3,"The Highlands Guest Care Center, Llc",9009 FOREST LN,,DALLAS,TX,75243,Dallas,75243.0,32.91211,-96.73563,Dallas,TX,Texas,True,,67848.0,2459.0,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1539,1,0,2,3,1,3,3,4,0,0,3,3,The Hillcrest of North Dallas,18648 HILLCREST RD,,DALLAS,TX,75252,Dallas,75252.0,32.99728,-96.79091,Dallas,TX,Texas,True,,26511.0,1845.3,48085.0,Collin,"{'48085':97.44,'48113':2.56}",Collin|Dallas,48085|48113,False,False,America/Chicago
1540,6,6,3,5,2,11,3,3,1,3,0,3,The Hills Nursing and Rehabilitation Center,201 E THOMPSON ST,,DECATUR,TX,76234,Wise,76234.0,33.272,-97.51417,Decatur,TX,Texas,True,,16187.0,19.4,48497.0,Wise,"{'48097':0.26,'48121':1.95,'48497':97.79}",Wise|Denton|Cooke,48497|48121|48097,False,False,America/Chicago
1544,7,4,6,10,9,3,8,11,6,5,7,8,The Homestead of Sherman,1000 SARA SWAMY DR,,SHERMAN,TX,75090,Grayson,75090.0,33.60451,-96.54562,Sherman,TX,Texas,True,,24580.0,119.1,48181.0,Grayson,{'48181':100},Grayson,48181,False,False,America/Chicago
1548,1,1,3,2,4,6,3,4,3,3,4,4,The Lakes at Texas City,424 TARPEY RD,,TEXAS CITY,TX,77591,Galveston,77591.0,29.39941,-94.99751,Texas City,TX,Texas,True,,14447.0,469.5,48167.0,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
1549,0,2,0,2,4,1,3,3,3,2,3,6,The Landing At Watermere,201 WATERMERE DR,,SOUTHLAKE,TX,76092,Tarrant,76092.0,32.95998,-97.14859,Southlake,TX,Texas,True,,30908.0,456.7,48439.0,Tarrant,"{'48121':2.91,'48439':97.09}",Tarrant|Denton,48439|48121,False,False,America/Chicago
1552,2,6,3,1,3,3,4,4,2,1,1,3,The Legacy at Town Creek,2212 W REAGAN ST,,PALESTINE,TX,75801,Anderson,75801.0,31.73458,-95.53316,Palestine,TX,Texas,True,,16346.0,30.2,48001.0,Anderson,{'48001':100},Anderson,48001,False,False,America/Chicago
1553,12,17,24,16,16,11,9,13,9,10,7,10,The Legacy Willow Bend,6101 OHIO DR,,PLANO,TX,75024,Collin,75024.0,33.07735,-96.80704,Plano,TX,Texas,True,,42876.0,1098.1,48085.0,Collin,"{'48085':94.2,'48121':5.8}",Collin|Denton,48085|48121,False,False,America/Chicago
1554,2,1,1,0,0,1,1,1,0,0,0,0,The Lennwood Nursing and Rehabilitation,8017 W VIRGINIA DR,,DALLAS,TX,75237,Dallas,75237.0,32.665620000000004,-96.87309,Dallas,TX,Texas,True,,20773.0,992.9,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1556,4,2,5,3,1,5,2,6,6,6,3,3,The Lodge at Bear Creek,3729 IRA E WOODS AVE,,GRAPEVINE,TX,76051,,76051.0,32.92498,-97.07177,Grapevine,TX,Texas,True,,52454.0,485.4,48439.0,Tarrant,"{'48113':0,'48439':100}",Tarrant|Dallas,48439|48113,False,False,America/Chicago
1557,4,4,9,4,9,3,11,7,2,5,4,3,The Madison on Marsh,2245 MARSH LN,,CARROLLTON,TX,75006,Dallas,75006.0,32.96188,-96.89701,Carrollton,TX,Texas,True,,51136.0,1065.0,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1558,5,4,9,3,2,6,3,6,2,4,3,5,The Manor at Seagoville,2416 ELIZABETH LN,,SEAGOVILLE,TX,75159,Dallas,75159.0,32.60745,-96.54088,Seagoville,TX,Texas,True,,19469.0,117.8,48113.0,Dallas,"{'48113':88.21,'48257':11.79}",Dallas|Kaufman,48113|48257,False,False,America/Chicago
1559,3,0,2,0,2,1,1,0,0,0,0,0,"The Manor Healthcare Residence, Ltd",831 TEHUACANA HWY,,MEXIA,TX,76667,Limestone,76667.0,31.65532,-96.46855,Mexia,TX,Texas,True,,11096.0,30.3,48293.0,Limestone,"{'48161':3.07,'48293':96.93}",Limestone|Freestone,48293|48161,False,False,America/Chicago
1561,0,1,1,2,2,3,3,2,1,1,1,1,The Meadows Health and Rehabilitation Center,8383 MEADOW RD,,DALLAS,TX,75231,Dallas,75231.0,32.87767,-96.74979,Dallas,TX,Texas,True,,41072.0,2537.8,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1562,31,23,37,28,38,30,22,23,30,27,24,31,The Medical Resort at Bay Area,4900 E SAM HOUSTON PKWY S,,PASADENA,TX,77505,Harris,77505.0,29.64608,-95.13826,Pasadena,TX,Texas,True,,24022.0,980.0,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1563,3,2,3,4,2,3,1,8,2,3,3,7,The Medical Resort at Pearland,3406 BUSINESS CENTER DR,,PEARLAND,TX,77584,,77584.0,29.546,-95.35082,Pearland,TX,Texas,True,,87986.0,844.7,48039.0,Brazoria,"{'48039':98.97,'48157':1.03}",Brazoria|Fort Bend,48039|48157,False,False,America/Chicago
1564,14,12,15,19,10,10,10,13,9,7,8,11,The Medical Resort at Sugar Land,1803 WESCOTT AVE,,SUGAR LAND,TX,77479,,77479.0,29.56645,-95.63557,Sugar Land,TX,Texas,True,,92146.0,871.1,48157.0,Fort Bend,{'48157':100},Fort Bend,48157,False,False,America/Chicago
1565,8,11,15,10,15,9,14,18,10,6,14,11,The Medical Resort at Sugar Land,1803 WESTCOTT AVE,,SUGAR LAND,TX,77479,Fort Bend,77479.0,29.56645,-95.63557,Sugar Land,TX,Texas,True,,92146.0,871.1,48157.0,Fort Bend,{'48157':100},Fort Bend,48157,False,False,America/Chicago
1566,3,4,2,2,4,6,8,7,4,2,5,4,The Medical Resort At Willowbrook,13220 BRETON RIDGE ST,,HOUSTON,TX,77070,Harris,77070.0,29.97776,-95.57315,Houston,TX,Texas,True,,53239.0,1363.1,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1567,0,1,2,2,2,2,4,7,3,1,1,0,The Medical Resort at Woodlands,24854 CATHEDRAL LAKES PKWY,,SPRING,TX,77386,,77386.0,30.10125,-95.35583,Spring,TX,Texas,True,,54802.0,347.2,48339.0,Montgomery,{'48339':100},Montgomery,48339,False,False,America/Chicago
1569,5,5,5,11,4,7,6,2,2,1,1,3,The Meridian,2228 SEAWALL BLVD,,GALVESTON,TX,77550,Galveston,77550.0,29.309790000000003,-94.77747,Galveston,TX,Texas,True,,21449.0,1185.1,48167.0,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
1570,9,5,5,6,10,6,4,9,6,5,8,7,The MonteVista at Coronado,1575 BELVIDERE ST,,EL PASO,TX,79912,El Paso,79912.0,31.84821,-106.53264,El Paso,TX,Texas,True,,80264.0,1257.8,48141.0,El Paso,{'48141':100},El Paso,48141,False,False,America/Denver
1571,0,0,0,0,1,0,1,1,0,0,0,0,The Oaks at Beaumont,4195 MILAM ST,,BEAUMONT,TX,77707,Jefferson,77707.0,30.05295,-94.17654,Beaumont,TX,Texas,True,,18609.0,446.2,48245.0,Jefferson,{'48245':100},Jefferson,48245,False,False,America/Chicago
1572,0,0,0,0,0,1,1,0,0,0,0,0,The Oaks at Brookshire,710 HIGHWAY 359 S,,BROOKSHIRE,TX,77423,Waller,77423.0,29.83893,-95.98251,Brookshire,TX,Texas,True,,11901.0,25.4,48473.0,Waller,"{'48157':2.91,'48473':97.09}",Waller|Fort Bend,48473|48157,False,False,America/Chicago
1573,1,0,1,1,0,2,1,0,0,4,2,5,The Oaks At Radford Hills Healthcare Center,725 MEDICAL DR,,ABILENE,TX,79601,Taylor,79601.0,32.57965,-99.6635,Abilene,TX,Texas,True,,27379.0,38.9,48441.0,Taylor,"{'48059':1.41,'48253':26.66,'48417':1.39,'48441':70.54}",Taylor|Jones|Callahan|Shackelford,48441|48253|48059|48417,False,False,America/Chicago
1574,0,0,0,0,0,0,1,0,1,0,1,0,"The Palms Nursing and Rehabilitation, LP",5607 EVERHART RD,,CORPUS CHRISTI,TX,78411,Nueces,78411.0,27.72946,-97.38567,Corpus Christi,TX,Texas,True,,25999.0,1804.9,48355.0,Nueces,{'48355':100},Nueces,48355,False,False,America/Chicago
1575,4,10,10,9,11,13,10,8,1,4,8,13,The Park in Plano,3208 THUNDERBIRD LN,,PLANO,TX,75075,Collin,75075.0,33.021370000000005,-96.74102,Plano,TX,Texas,True,,36917.0,1303.0,48085.0,Collin,{'48085':100},Collin,48085,False,False,America/Chicago
1577,12,10,14,8,6,14,11,9,9,5,2,5,The Pavilion At Creekwood,2100 CANNON DR,,MANSFIELD,TX,76063,Tarrant,76063.0,32.5698,-97.14273,Mansfield,TX,Texas,True,,71555.0,457.3,48439.0,Tarrant,"{'48251':4.76,'48439':95.24}",Tarrant|Johnson,48439|48251,False,False,America/Chicago
1578,4,6,5,8,5,9,5,7,8,5,3,6,THE PHOENIX POST ACUTE,519 9TH AVE N,,TEXAS CITY,TX,77590,Galveston,77590.0,29.39095,-94.91973,Texas City,TX,Texas,True,,31498.0,664.6,48167.0,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
1579,7,12,11,13,10,14,14,16,12,12,12,16,The Plaza at Edgemere Health Service,8502 EDGEMERE RD,,DALLAS,TX,75225,Dallas,75225.0,32.8652,-96.79097,Dallas,TX,Texas,True,,21296.0,1708.8,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1580,2,1,4,3,3,5,4,5,1,5,4,1,The Plaza at Lubbock,4910 EMORY ST,,LUBBOCK,TX,79416,Lubbock,79416.0,33.60429,-101.97648,Lubbock,TX,Texas,True,,33796.0,388.1,48303.0,Lubbock,{'48303':100},Lubbock,48303,False,False,America/Chicago
1581,0,1,1,0,2,0,0,2,1,1,2,3,The Plaza at Richardson,1301 RICHARDSON DR,,RICHARDSON,TX,75080,Dallas,75080.0,32.97395,-96.74203,Richardson,TX,Texas,True,,51710.0,1486.8,48113.0,Dallas,"{'48085':22.48,'48113':77.52}",Dallas|Collin,48113|48085,False,False,America/Chicago
1582,3,5,5,10,9,5,5,7,4,1,1,4,"The Rehabilitation and Wellness Centre of Dallas, LLC",4200 LIVE OAK ST,,DALLAS,TX,75204,Dallas,75204.0,32.80205,-96.78882,Dallas,TX,Texas,True,,30797.0,3967.0,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1583,0,1,1,0,1,1,1,0,1,2,2,3,The Renaissance at Kessler Park,2428 BAHAMA DR,,DALLAS,TX,75211,Dallas,75211.0,32.73491,-96.903,Dallas,TX,Texas,True,,79010.0,1600.5,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1584,1,2,5,4,5,6,6,4,2,2,1,1,The Reserve at Richardson,1610 RICHARDSON DR,,RICHARDSON,TX,75080,,75080.0,32.97395,-96.74203,Richardson,TX,Texas,True,,51710.0,1486.8,48113.0,Dallas,"{'48085':22.48,'48113':77.52}",Dallas|Collin,48113|48085,False,False,America/Chicago
1585,4,3,4,3,4,1,0,2,2,2,5,2,The Resort at Texas City,1720 N LOGAN ST,,TEXAS CITY,TX,77590,Galveston,77590.0,29.39095,-94.91973,Texas City,TX,Texas,True,,31498.0,664.6,48167.0,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
1586,5,7,11,15,12,6,7,6,10,7,3,8,The Rio at Mainland Center,1011 MAINLAND CENTER DR,,TEXAS CITY,TX,77591,Galveston,77591.0,29.39941,-94.99751,Texas City,TX,Texas,True,,14447.0,469.5,48167.0,Galveston,{'48167':100},Galveston,48167,False,False,America/Chicago
1587,6,1,2,2,3,5,3,3,7,5,2,0,The Rio At Mission Trails,6211 S NEW BRAUNFELS AVE,,SAN ANTONIO,TX,78223,Bexar,78223.0,29.3122,-98.39089,San Antonio,TX,Texas,True,,55088.0,472.2,48029.0,Bexar,"{'48029':99.48,'48493':0.52}",Bexar|Wilson,48029|48493,False,False,America/Chicago
1588,4,1,0,1,0,0,0,0,0,0,0,0,The Rosewood Retirement Community,5700 E CENTRAL TEXAS EXPY,,KILLEEN,TX,76543,Bell,76543.0,31.13896,-97.64326,Killeen,TX,Texas,True,,30378.0,242.1,48027.0,Bell,{'48027':100},Bell,48027,False,False,America/Chicago
1591,2,2,7,6,4,4,6,4,0,2,7,6,The Springs Healthcare and Rehabilitation,1500 COTTONWOOD CREEK TRL,,CEDAR PARK,TX,78613,Williamson,78613.0,30.50395,-97.82463,Cedar Park,TX,Texas,True,,79699.0,892.6,48491.0,Williamson,"{'48453':12.9,'48491':87.1}",Williamson|Travis,48491|48453,False,False,America/Chicago
1592,0,2,2,4,1,4,3,1,2,1,1,1,The Springs Nursing Center,704 TAYLOR ST,,HUGHES SPRINGS,TX,75656,Cass,75656.0,33.00551,-94.59071,Hughes Springs,TX,Texas,True,,4204.0,17.3,48067.0,Cass,"{'48067':91.34,'48343':8.66}",Cass|Morris,48067|48343,False,False,America/Chicago
1593,1,2,2,4,0,1,4,3,2,1,0,3,The Stayton at Museum Way,2501 MUSEUM WAY,,FORT WORTH,TX,76107,Tarrant,76107.0,32.74171,-97.38196,Fort Worth,TX,Texas,True,,29851.0,931.1,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
1594,1,0,0,1,1,0,0,0,0,0,0,0,The Terrace at Denison,1300 MEMORIAL DR,,DENISON,TX,75020,Grayson,75020.0,33.77167,-96.60413,Denison,TX,Texas,True,,22487.0,135.0,48181.0,Grayson,{'48181':100},Grayson,48181,False,False,America/Chicago
1595,2,0,1,1,1,1,3,0,1,0,2,0,The Villa at Marbridge,2504 BLISS SPILLAR RD,,MANCHACA,TX,78652,Travis,78652.0,30.13281,-97.87467,Manchaca,TX,Texas,True,,5504.0,99.6,48453.0,Travis,"{'48209':22.3,'48453':77.7}",Travis|Hays,48453|48209,False,False,America/Chicago
1596,5,3,6,9,3,3,2,9,1,0,4,6,The Villa at Mountain View,2918 DUNCANVILLE RD,,DALLAS,TX,75211,Dallas,75211.0,32.73491,-96.903,Dallas,TX,Texas,True,,79010.0,1600.5,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1597,2,1,2,1,2,1,2,1,2,1,3,1,The Villa At Texarkana,4920 ELIZABETH ST,,TEXARKANA,TX,75503,Bowie,75503.0,33.51343,-94.13057,Texarkana,TX,Texas,True,,25710.0,119.2,48037.0,Bowie,{'48037':100},Bowie,48037,False,False,America/Chicago
1598,7,13,4,5,6,2,5,9,6,6,4,13,"The Village at Gleannloch Farms, Inc",9505 NORTHPOINTE BLVD,,SPRING,TX,77379,Harris,77379.0,30.0391,-95.5338,Spring,TX,Texas,True,,79986.0,1079.9,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1601,1,2,4,6,5,4,4,5,3,3,4,3,The Village at Richardson,1111 ROCKINGHAM DR,,RICHARDSON,TX,75080,Dallas,75080.0,32.97395,-96.74203,Richardson,TX,Texas,True,,51710.0,1486.8,48113.0,Dallas,"{'48085':22.48,'48113':77.52}",Dallas|Collin,48113|48085,False,False,America/Chicago
1602,7,7,8,10,4,3,4,2,2,2,0,2,The Vintage Health Care Center,205 N BONNIE BRAE ST,,DENTON,TX,76201,Denton,76201.0,33.22113,-97.14723,Denton,TX,Texas,True,,27965.0,1876.1,48121.0,Denton,{'48121':100},Denton,48121,False,False,America/Chicago
1603,13,7,13,8,11,11,15,11,5,4,4,5,The Waterton Healthcare and Rehabilitation,2875 SHILOH RD,,TYLER,TX,75703,Smith,75703.0,32.23855,-95.32063,Tyler,TX,Texas,True,,41842.0,264.5,48423.0,Smith,{'48423':100},Smith,48423,False,False,America/Chicago
1604,5,0,2,0,0,0,2,1,3,0,0,0,The Wesleyan at Scenic,2001 SCENIC DR,,GEORGETOWN,TX,78626,Williamson,78626.0,30.66539,-97.59735,Georgetown,TX,Texas,True,,33626.0,107.8,48491.0,Williamson,{'48491':100},Williamson,48491,False,False,America/Chicago
1605,0,2,0,3,3,0,3,4,5,3,0,1,The Westbury Place,5201 S WILLOW DR,,HOUSTON,TX,77035,Harris,77035.0,29.65245,-95.47702,Houston,TX,Texas,True,,38524.0,2427.4,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1606,11,5,9,11,6,7,7,7,8,8,7,10,The Woodlands Healthcare Center,4650 S PANTHER CREEK DR,,SPRING,TX,77381,Montgomery,77381.0,30.17818,-95.50144,Spring,TX,Texas,True,,36507.0,1036.3,48339.0,Montgomery,{'48339':100},Montgomery,48339,False,False,America/Chicago
1610,1,1,1,0,3,2,0,4,2,3,1,2,TimberRidge Health and Rehabilitation Center,315 W GIBSON ST,,JASPER,TX,75951,Jasper,75951.0,30.94151,-94.05383,Jasper,TX,Texas,True,,16183.0,15.8,48241.0,Jasper,"{'48241':99.98,'48351':0.02}",Jasper|Newton,48241|48351,False,False,America/Chicago
1611,6,10,12,16,13,14,13,9,11,8,9,8,Timberwood Nursing and Rehabilitation Center,4001 US HIGHWAY 59 N,,LIVINGSTON,TX,77351,Polk,77351.0,30.7127,-94.82192,Livingston,TX,Texas,True,,33740.0,18.7,48373.0,Polk,{'48373':100},Polk,48373,False,False,America/Chicago
1615,5,4,5,3,6,4,4,3,0,1,1,2,TMC Bonham Hospital,504 LIPSCOMB ST,,BONHAM,TX,75418,Fannin,75418.0,33.57268,-96.17766,Bonham,TX,Texas,True,,14376.0,39.8,48147.0,Fannin,{'48147':100},Fannin,48147,False,False,America/Chicago
1616,5,2,3,3,2,2,4,6,3,2,3,6,"Tomball Nursing Center, Inc",815 PEACH ST,,TOMBALL,TX,77375,Harris,77375.0,30.09543,-95.58939,Tomball,TX,Texas,True,,52785.0,444.4,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1618,1,0,6,2,4,2,2,2,3,0,4,0,Towers Nursing Home,372 HILL RD,,SMITHVILLE,TX,78957,Bastrop,78957.0,30.01287,-97.17577,Smithville,TX,Texas,True,,9704.0,18.7,48021.0,Bastrop,"{'48021':97.3,'48149':2.7}",Bastrop|Fayette,48021|48149,False,False,America/Chicago
1619,4,3,4,3,3,2,1,2,1,1,1,3,Town and Country Manor,625 N MAIN ST,,BOERNE,TX,78006,Kendall,78006.0,29.85533,-98.72266,Boerne,TX,Texas,True,,32931.0,34.1,48259.0,Kendall,"{'48029':11.2,'48091':1.99,'48259':86.81}",Kendall|Bexar|Comal,48259|48029|48091,False,False,America/Chicago
1620,3,4,2,3,3,3,3,4,0,4,4,8,Town East Rehabilitation and Healthcare Center,3617 O HARE DR,,MESQUITE,TX,75150,Dallas,75150.0,32.81577,-96.63039,Mesquite,TX,Texas,True,,62452.0,1776.4,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1621,1,2,3,0,6,10,8,5,1,4,2,3,Town Hall Estates Health Care Facility Arlington,824 W MAYFIELD RD,,ARLINGTON,TX,76015,Tarrant,76015.0,32.69221,-97.13341,Arlington,TX,Texas,True,,16253.0,1501.4,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
1622,5,2,6,4,6,8,4,7,7,5,4,4,Town Hall Estates Health Care Facility Keene,207 S OLD BETSY RD,,KEENE,TX,76059,Johnson,76059.0,32.39253,-97.32686,Keene,TX,Texas,True,,5211.0,686.3,48251.0,Johnson,{'48251':100},Johnson,48251,False,False,America/Chicago
1623,2,1,0,0,4,2,0,3,0,1,1,1,Town Hall Estates Health Care Facility Whitney,101 N SAN MARCOS ST,,WHITNEY,TX,76692,Hill,76692.0,31.95806,-97.32888,Whitney,TX,Texas,True,,10474.0,31.9,48217.0,Hill,{'48217':100},Hill,48217,False,False,America/Chicago
1624,1,2,1,4,2,3,1,7,2,0,0,3,Town Hall Estates Rehabilitation and Nursing Center,300 HAPPY LN,,HILLSBORO,TX,76645,Hill,76645.0,32.02172,-97.1336,Hillsboro,TX,Texas,True,,10459.0,25.5,48217.0,Hill,{'48217':100},Hill,48217,False,False,America/Chicago
1626,1,0,5,2,2,2,4,1,2,0,0,1,Trail Lake Nursing and Rehabilitation,7100 TRAIL LAKE DR,,FORT WORTH,TX,76123,Tarrant,76123.0,32.61898,-97.39318,Fort Worth,TX,Texas,True,,34056.0,1416.6,48439.0,Tarrant,{'48439':100},Tarrant,48439,False,False,America/Chicago
1627,1,4,4,3,3,0,1,1,1,0,3,0,Traymore Nursing Center,4315 HOPKINS AVE,,DALLAS,TX,75209,Dallas,75209.0,32.84885,-96.82587,Dallas,TX,Texas,True,,14188.0,1491.3,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1628,1,1,2,7,6,1,3,4,5,5,4,4,Treasure Hills Healthcare and Rehabilitation Center,2204 PEASE ST,,HARLINGEN,TX,78550,Cameron,78550.0,26.25668,-97.66671,Harlingen,TX,Texas,True,,52216.0,214.7,48061.0,Cameron,{'48061':100},Cameron,48061,False,False,America/Chicago
1629,3,5,3,8,6,5,3,5,2,2,6,1,Treemont Health Care Center,2501 WESTERLAND DR,,HOUSTON,TX,77063,Harris,77063.0,29.73555,-95.52161,Houston,TX,Texas,True,,38961.0,2889.2,48201.0,Harris,{'48201':100},Harris,48201,False,False,America/Chicago
1630,0,0,1,1,0,0,1,2,2,2,1,3,Treemont Healthcare and Rehabilitation Center,5550 HARVEST HILL RD,STE 500,DALLAS,TX,75230,Dallas,75230.0,32.90237,-96.79205,Dallas,TX,Texas,True,,27872.0,1435.4,48113.0,Dallas,{'48113':100},Dallas,48113,False,False,America/Chicago
1631,14,23,15,15,17,13,19,18,2,12,4,8,Treviso Transitional Care,1154 E HAWKINS PKWY,,LONGVIEW,TX,75605,Gregg,75605.0,32.58258,-94.72065,Longview,TX,Texas,True,,30011.0,135.7,48183.0,Gregg,"{'48183':85.3,'48203':14.44,'48459':0.26}",Gregg|Harrison|Upshur,48183|48203|48459,False,False,America/Chicago
