PID,patient_number_year,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,lat,lng,county_name,num_mins,num_hours,num_weeks,num_CC
1396,11,0,0,1,0,1,2,0,2,1,1,1,4,"Sienna Nursing and Rehabilitation, LP",31.79918,-102.46788000000001,Ector,3597.0,59.95,1.1528846153846155,0.028822115384615387
1398,124,17,13,14,12,13,19,13,14,11,10,14,11,Signature Pointe on the Lake,32.94562,-96.80136999999999,Dallas,35264.0,587.7333333333332,11.302564102564107,0.2825641025641026
1399,9,2,2,0,1,1,2,0,0,0,0,1,0,Silsbee Convalescent Center,30.41587,-94.17206,Hardin,2505.0,41.75,0.8028846153846154,0.020072115384615383
1400,9,2,0,0,1,0,2,1,1,2,0,0,1,"Silsbee Oaks Health Care, LLP",30.41587,-94.17206,Hardin,3231.0,53.85,1.0355769230769232,0.02588942307692308
1401,7,1,0,2,1,0,0,1,2,1,0,0,0,Silver Creek Manor,29.503190000000004,-98.66622,Bexar,1629.0,27.15,0.5221153846153845,0.013052884615384614
1403,36,2,4,0,1,2,3,1,4,3,7,7,6,Silver Tree Nursing and Rehabilitation Center,29.54622,-98.26628000000001,Guadalupe,7362.0,122.7,2.3596153846153847,0.058990384615384625
1404,9,0,0,0,0,0,0,1,0,0,0,5,5,Silverado Hermann Park Memory Care,29.724629999999998,-95.36307,Harris,3231.0,53.85,1.0355769230769232,0.02588942307692308
1406,21,1,0,1,2,3,1,1,5,1,3,3,2,Silverspring Health And Rehabilitation Center,32.57965,-99.6635,Taylor,6153.0,102.55,1.9721153846153845,0.04930288461538461
1407,2,0,1,0,1,0,0,0,0,0,0,0,0,Simpson Place Assisted Living,32.79292,-96.7733,Dallas,696.0,11.6,0.22307692307692306,0.005576923076923077
1408,15,1,2,1,2,2,5,3,0,0,0,0,0,Skilled Care at Mexia,31.65532,-96.46855,Limestone,4527.0,75.45,1.4509615384615384,0.03627403846153846
1409,12,1,0,0,0,2,0,0,2,2,3,1,2,Skyline Nursing Center,32.70435,-96.87297,Dallas,3846.0,64.1,1.2326923076923075,0.03081730769230769
1410,8,1,2,0,1,0,0,1,2,0,1,0,0,Slaton Care Center,33.452040000000004,-101.64305,Lubbock,2586.0,43.1,0.8288461538461539,0.020721153846153847
1412,5,0,0,0,0,0,0,2,0,1,1,1,0,Snyder Healthcare Center,32.91367,-100.84508000000001,Scurry,1509.0,25.15,0.4836538461538461,0.012091346153846152
1413,12,0,2,0,1,1,1,2,1,0,2,0,2,Snyder Oaks Care Center,32.91367,-100.84508000000001,Scurry,2088.0,34.8,0.6692307692307692,0.01673076923076923
1414,1,0,0,1,1,1,0,0,0,0,0,0,0,Solara Hospital McAllen,26.16531,-98.24764,Hidalgo,485.0,8.083333333333334,0.15544871794871795,0.0038862179487179492
1415,336,19,31,27,23,34,36,31,37,35,29,28,33,Solera at West Houston,29.82641,-95.66214000000001,Harris,99798.0,1663.3,31.986538461538462,0.7996634615384616
1416,5,0,0,0,0,0,1,0,0,1,1,1,1,Songbird Lodge,31.7425,-99.03990999999999,Brown,1443.0,24.05,0.4625,0.0115625
1417,57,12,6,9,6,2,4,4,7,3,7,3,7,Sonterra Health Center,29.6337,-98.49605,Bexar,14281.0,238.01666666666668,4.57724358974359,0.11443108974358975
1418,210,7,13,10,17,11,10,16,26,28,33,29,25,Sorrento Continuing Care Center,29.50555,-98.5722,Bexar,50448.0,840.8,16.16923076923077,0.4042307692307692
1421,50,2,1,4,8,4,5,5,14,4,3,3,2,South Place Nursing Center,32.09642,-95.9083,Henderson,15750.0,262.5,5.0480769230769225,0.12620192307692307
1424,10,3,1,0,0,1,1,0,0,1,1,0,3,Southbrooke Manor Nursing and Rehabilitation Center,29.037679999999998,-96.70042,Jackson,3282.0,54.7,1.051923076923077,0.026298076923076924
1425,11,0,1,1,2,1,0,0,0,1,1,0,4,Southeast Nursing and Rehabilitation Center,29.36614,-98.37786,Bexar,4145.0,69.08333333333333,1.3285256410256407,0.033213141025641026
1429,13,0,0,1,1,0,3,1,3,1,2,1,1,Southland Rehabilitation and Healthcare Center,31.301340000000003,-94.65552,Angelina,4059.0,67.65,1.3009615384615385,0.032524038461538465
1430,24,7,0,8,2,0,0,1,0,3,2,2,0,Southpark Meadows Nursing and Rehabilitation Center,30.16538,-97.82343,Travis,6570.0,109.5,2.105769230769231,0.05264423076923077
1431,5,1,1,1,3,0,0,0,1,1,2,1,0,Southwest Nursing and Rehabilitation Center,32.653929999999995,-97.37723000000001,Tarrant,1783.0,29.716666666666665,0.5714743589743589,0.014286858974358971
1435,18,2,1,1,2,0,1,2,5,4,2,1,1,Spanish Meadows Nursing and Rehabilitation,29.7433,-95.82861,Fort Bend,5868.0,97.8,1.8807692307692307,0.04701923076923077
1436,59,6,5,7,6,9,7,9,5,9,9,9,12,Spanish Meadows Of Brownsville,25.96396,-97.55009,Cameron,16479.0,274.65,5.2817307692307685,0.1320432692307692
1438,5,0,1,1,1,0,0,0,1,2,0,0,0,SPJST Skilled Nursing and Rehabilitation Needville,29.38012,-95.80673,Fort Bend,1839.0,30.65,0.5894230769230769,0.014735576923076924
1439,14,1,2,1,2,0,2,0,2,0,2,1,2,SPJST Skilled Nursing and Rehabilitation Taylor,30.584220000000002,-97.38741999999999,Williamson,2370.0,39.5,0.7596153846153846,0.018990384615384614
1443,18,2,1,4,2,3,1,2,0,2,1,1,2,Spring Branch Transitional Care Center,29.79764,-95.49174000000001,Harris,5760.0,96.0,1.8461538461538465,0.04615384615384616
1444,3,2,1,0,0,0,0,0,1,0,0,0,0,"Spring Oaks Nursing and Rehabilitation, LP",31.08754,-98.22873,Lampasas,1077.0,17.95,0.3451923076923077,0.008629807692307692
1445,25,1,2,3,4,3,1,0,2,4,1,2,2,SSC San Diego La Paloma Operating Company LP,27.85315,-98.37031,Duval,7017.0,116.95,2.2490384615384618,0.05622596153846154
1446,55,8,6,5,5,4,7,4,6,4,4,7,7,St Giles Nursing And Rehabilitation Center,31.64455,-106.27373,El Paso,15651.0,260.85,5.016346153846154,0.12540865384615385
1448,1,0,0,0,1,0,0,0,0,0,0,0,0,Stamford Residence and Rehabilitation Center,32.938829999999996,-99.84265,Jones,117.0,1.95,0.0375,0.0009375
1449,3,0,0,0,0,0,0,0,0,0,1,0,2,"Stanton Nursing and Rehabilitation, LP",32.158409999999996,-101.84321,Martin,747.0,12.45,0.2394230769230769,0.005985576923076922
1450,2,0,0,0,1,0,0,1,0,0,0,0,0,Stephens Memorial Hospital,32.80509,-98.89860999999999,Stephens,564.0,9.4,0.1807692307692308,0.0045192307692307684
1451,3,0,0,0,0,0,0,0,0,0,0,1,2,Stephenville Nursing Home,32.28259,-98.19882,Erath,615.0,10.25,0.1971153846153846,0.004927884615384615
1452,9,0,0,3,0,1,1,0,1,0,1,0,2,Sterling County Nursing Home,31.81488,-101.04641,Sterling,2637.0,43.95,0.8451923076923078,0.02112980769230769
1453,3,0,0,0,0,0,2,2,0,0,0,0,0,Sterling Oaks Rehabilitation,29.852079999999997,-95.83094,Harris,1143.0,19.05,0.3663461538461539,0.009158653846153848
1454,15,1,4,1,2,1,1,2,2,0,0,0,1,Stevens Nursing and Rehabilitation,29.377,-96.84376999999999,Lavaca,4395.0,73.25,1.4086538461538465,0.035216346153846154
1455,5,0,1,0,0,1,1,1,0,1,0,0,0,Stevens Nursing Home,29.2118,-97.08341999999999,Lavaca,1377.0,22.95,0.4413461538461538,0.011033653846153846
1456,70,8,8,6,7,6,8,7,9,5,8,16,7,Stillhouse Rehabilitation and Healthcare Center,33.62385,-95.48378000000001,Lamar,16976.0,282.93333333333334,5.441025641025642,0.13602564102564102
1457,2,0,0,0,0,0,1,0,0,0,0,1,0,Stockdale Residence And Rehabilitation Center,29.24305,-97.92956,Wilson,630.0,10.5,0.20192307692307693,0.0050480769230769225
1458,39,3,2,4,4,3,3,3,6,3,5,1,6,Stone Oak Care Center,29.6337,-98.49605,Bexar,7795.0,129.91666666666666,2.498397435897436,0.06245993589743589
1459,2,2,0,0,0,0,0,0,0,0,0,0,0,Stonebriar Nursing and Rehabilitation Center,30.24315,-97.76536999999999,Travis,432.0,7.2,0.13846153846153847,0.003461538461538461
1460,3,0,0,0,0,0,1,0,1,0,0,0,1,Stonebridge Sn Health Center,30.2611,-97.95944,Travis,615.0,10.25,0.1971153846153846,0.004927884615384615
1461,47,4,4,7,4,9,8,7,4,1,3,2,3,Stonegate Nursing Center,32.701,-97.38391999999999,Tarrant,15503.0,258.3833333333333,4.968910256410256,0.1242227564102564
1463,41,4,8,4,8,4,3,4,7,7,9,6,4,"Stonemere Rehabilitation Center, LLC",33.15534,-96.7727,Collin,13615.0,226.91666666666663,4.363782051282051,0.10909455128205127
1464,7,0,1,0,1,1,1,0,1,0,1,0,1,Stonewall Memorial Hospital,33.17852,-100.24899,Stonewall,915.0,15.25,0.2932692307692308,0.007331730769230768
1465,39,5,1,4,2,6,5,5,0,5,4,1,2,Sugar Land Health Care Center,29.619640000000004,-95.60701,Fort Bend,11691.0,194.85,3.747115384615384,0.0936778846153846
1466,46,5,1,5,8,6,6,5,5,1,2,2,5,Sulphur Springs Health and Rehabilitation Center,33.16816,-95.60681,Hopkins,13010.0,216.83333333333331,4.169871794871796,0.10424679487179486
1468,135,19,9,14,16,12,15,10,15,5,10,8,10,Summer Meadows,32.58258,-94.72065,Gregg,34815.0,580.25,11.158653846153848,0.2789663461538462
1469,26,5,2,1,3,2,4,3,3,4,6,2,0,Summit Nursing And Rehabilitation Of San Augustine,31.49499,-94.12708,San Augustine,7716.0,128.6,2.473076923076923,0.06182692307692308
1471,32,2,4,1,1,3,1,1,2,5,3,5,6,Sundance Inn Health Center,29.69772,-98.0702,Comal,5970.0,99.5,1.9134615384615383,0.04783653846153847
1472,2,0,0,0,1,0,0,0,0,1,0,0,0,Sunflower Park Health Care,32.57358,-96.24717,Kaufman,564.0,9.4,0.1807692307692308,0.0045192307692307684
1473,4,1,0,0,0,0,0,0,0,0,0,1,2,"Sunny Springs Nursing and Rehab, Inc",33.16816,-95.60681,Hopkins,1260.0,21.0,0.40384615384615385,0.010096153846153848
1474,9,1,2,3,3,1,0,0,1,1,1,0,1,Sunrise Nursing and Rehabilitation Center,29.29428,-98.53945,Bexar,2223.0,37.05,0.7124999999999999,0.0178125
1478,3,1,0,0,0,0,2,0,0,0,0,0,0,Sweeny Community Hospital,29.09235,-95.76601,Brazoria,813.0,13.55,0.2605769230769231,0.006514423076923077
1479,14,0,0,2,2,1,0,1,3,2,3,2,1,Sweeny House,29.09235,-95.76601,Brazoria,4448.0,74.13333333333334,1.4256410256410257,0.035641025641025635
1480,5,0,0,0,0,0,0,2,0,0,1,1,1,Sweetwater Healthcare Center,32.45432,-100.36402,Nolan,1509.0,25.15,0.4836538461538461,0.012091346153846152
1481,8,0,1,1,3,1,1,1,1,0,1,0,1,Swisher Memorial Hospital District,34.57853,-101.69538,Swisher,1710.0,28.5,0.5480769230769231,0.01370192307692308
1485,2,0,0,0,0,0,1,1,0,0,0,0,0,Teague Nursing and Rehabilitation,31.6209,-96.24864000000001,Freestone,498.0,8.3,0.15961538461538466,0.003990384615384615
1487,8,2,2,0,0,0,0,0,0,0,2,2,0,TERRA BELLA HEALTH AND WELLNESS SUITES,29.60844,-95.38665,Harris,2124.0,35.4,0.6807692307692308,0.01701923076923077
1489,7,0,1,0,0,1,1,2,2,0,0,0,0,Terrell Healthcare Center,32.76168,-96.30018000000001,Kaufman,1743.0,29.05,0.5586538461538462,0.013966346153846154
1493,8,2,0,1,0,1,0,2,0,1,0,1,0,Texan Nursing and Rehabilitation of Gonzales,29.477209999999996,-97.45170999999999,Gonzales,954.0,15.9,0.3057692307692308,0.00764423076923077
1497,97,13,8,12,11,9,10,13,9,3,4,5,4,Texhoma Christian Care Center,33.9451,-98.52395,Wichita,27981.0,466.35,8.96826923076923,0.2242067307692308
1498,64,6,6,10,7,6,5,4,8,3,3,6,4,Texoma Healthcare Center,33.60451,-96.54562,Grayson,17766.0,296.1,5.69423076923077,0.14235576923076926
1499,18,3,0,1,3,2,4,1,2,1,1,0,0,The Arbors,35.203179999999996,-101.89519,Potter,4812.0,80.2,1.5423076923076924,0.038557692307692314
1500,20,2,3,0,3,2,6,5,3,0,0,0,0,"The Arbors Healthcare and Rehabilitation, Inc",31.77995,-95.17381,Cherokee,6498.0,108.3,2.0826923076923083,0.0520673076923077
1501,53,3,3,5,4,9,6,3,4,3,6,4,5,The Atrium of Bellmead,31.626559999999998,-97.09606,McLennan,16233.0,270.55,5.202884615384615,0.13007211538461538
1502,12,2,2,2,2,2,0,0,2,0,3,1,1,The Atrium Rehabilitation Center,29.50555,-98.5722,Bexar,3814.0,63.56666666666667,1.2224358974358975,0.030560897435897436
1503,54,4,8,4,5,6,6,5,8,9,9,5,7,The Bartlett Rehab Skilled Care And Assisted Living,31.848209999999998,-106.53263999999999,El Paso,13014.0,216.9,4.171153846153846,0.10427884615384617
1504,115,7,10,22,19,14,23,26,19,10,10,3,7,The Belmont at Twin Creeks,33.114670000000004,-96.69411,Collin,34273.0,571.2166666666667,10.984935897435898,0.2746233974358975
1505,92,10,9,8,7,9,7,8,12,10,2,7,11,The Bradford at Brookside,30.7127,-94.82191999999999,Polk,23746.0,395.76666666666665,7.610897435897436,0.1902724358974359
1506,161,16,13,17,11,13,13,20,15,19,17,8,16,The Broadmoor at Creekside Park,30.115159999999996,-95.50749,Harris,48303.0,805.05,15.481730769230769,0.3870432692307692
1508,4,0,0,1,1,2,0,1,1,0,1,1,1,The Buckingham,29.73555,-95.52161,Harris,1600.0,26.66666666666667,0.5128205128205129,0.012820512820512822
1509,83,8,13,9,10,18,8,12,9,5,3,1,1,The Carlyle at Stonebridge Park,32.95998,-97.14859,Tarrant,24905.0,415.08333333333326,7.982371794871796,0.19955929487179488
1510,149,19,20,25,19,20,20,8,15,8,6,3,5,THE CENTER AT GRANDE,32.30356,-95.17689,Smith,38567.0,642.7833333333333,12.361217948717947,0.3090304487179487
1512,207,19,13,19,25,19,15,15,17,22,19,15,30,The Colonnades at Reflection Bay,29.546,-95.35082,Brazoria,62987.0,1049.7833333333333,20.188141025641023,0.5047035256410256
1513,105,5,13,11,10,11,15,11,10,9,9,8,7,The Concierge,29.75012000000001,-95.61547,Harris,26215.0,436.91666666666674,8.402243589743591,0.21005608974358972
1514,17,3,1,2,1,3,1,2,3,1,2,3,0,The Courtyard Rehabilitation and Healthcare Center,28.80493,-96.98473,Victoria,5159.0,85.98333333333332,1.6535256410256411,0.04133814102564103
1515,101,7,8,13,16,23,12,13,8,3,8,8,10,The Courtyards at Pasadena,29.702170000000002,-95.15943,Harris,28855.0,480.91666666666674,9.248397435897436,0.2312099358974359
1516,1,0,0,0,0,0,0,0,0,0,0,0,1,The Craig Senior Living,35.203179999999996,-101.89519,Potter,447.0,7.45,0.14326923076923076,0.003581730769230769
1517,180,13,11,14,13,15,19,11,23,15,19,24,16,The Crescent,29.619640000000004,-95.60701,Fort Bend,52470.0,874.5,16.817307692307693,0.4204326923076923
1518,22,3,2,1,1,2,4,6,5,1,3,1,1,THE CROSSINGS,29.50205,-95.08652,Galveston,5132.0,85.53333333333333,1.6448717948717948,0.04112179487179487
1519,81,4,6,9,9,9,11,20,21,11,11,8,9,The Enclave,29.6337,-98.49605,Bexar,19123.0,318.71666666666664,6.129166666666666,0.15322916666666667
1520,116,6,8,14,7,19,13,14,11,11,11,9,11,The Forum at Lincoln Heights,29.48906,-98.45671,Bexar,20650.0,344.16666666666674,6.6185897435897445,0.16546474358974358
1521,62,4,4,5,6,7,8,5,4,5,6,4,6,The Forum at Memorial Woods,29.77083,-95.51165999999999,Harris,18114.0,301.9,5.80576923076923,0.14514423076923075
1522,29,5,3,5,6,6,3,1,2,1,1,2,1,The Forum at Park Lane,32.8652,-96.79097,Dallas,7639.0,127.31666666666666,2.4483974358974363,0.0612099358974359
1523,6,0,1,1,1,1,0,0,3,1,2,0,1,The Gardens Of Bellaire,29.70443,-95.46175,Harris,1858.0,30.966666666666665,0.5955128205128205,0.014887820512820513
1524,90,7,8,5,6,18,10,8,6,6,8,5,8,The Grace Care Center of Katy,29.7433,-95.82861,Fort Bend,26634.0,443.9,8.536538461538461,0.21341346153846152
1525,3,0,1,2,0,0,0,0,0,1,0,0,0,The Hallmark,29.74833,-95.46803,Harris,1143.0,19.05,0.3663461538461539,0.009158653846153848
1526,94,11,10,12,17,15,12,9,9,4,2,1,3,The Harrison at Heritage,32.93098,-97.28435,Tarrant,27986.0,466.4333333333333,8.969871794871795,0.22424679487179489
1527,137,22,19,10,13,18,26,18,18,12,7,8,11,THE HEALTHCARE RESORT OF PLANO,33.021370000000005,-96.74101999999999,Collin,41265.0,687.75,13.225961538461537,0.3306490384615385
1528,38,1,4,3,5,5,2,1,5,7,6,5,5,The Heights of Alamo,26.14583,-98.11938,Hidalgo,6226.0,103.76666666666668,1.9955128205128203,0.04988782051282052
1529,43,4,4,8,4,6,5,5,6,4,3,0,2,The Heights of Atascosa,28.93614,-98.42572,Atascosa,10805.0,180.08333333333337,3.4631410256410264,0.08657852564102565
1530,26,5,5,3,3,4,2,2,7,3,3,1,3,The Heights Of Bulverde,29.898229999999998,-98.4063,Comal,6248.0,104.13333333333334,2.0025641025641026,0.05006410256410256
1531,8,1,0,1,0,1,0,2,0,1,0,2,1,The Heights of Gonzales,29.477209999999996,-97.45170999999999,Gonzales,1734.0,28.9,0.5557692307692308,0.01389423076923077
1532,18,2,1,3,3,2,4,3,3,2,3,1,0,The Heights of North Houston,30.00863,-95.44388000000001,Harris,3426.0,57.1,1.0980769230769232,0.027451923076923082
1533,172,20,23,22,20,17,18,18,13,14,16,17,17,The Heights of Tomball,30.09543,-95.58939000000001,Harris,44490.0,741.5,14.259615384615385,0.3564903846153846
1534,13,2,1,1,0,1,0,2,1,3,0,1,1,The Heights of Tyler,32.23855,-95.32063000000001,Smith,2773.0,46.21666666666667,0.8887820512820513,0.022219551282051282
1535,5,0,1,0,0,0,1,1,1,3,0,0,0,The Heights on Huebner,29.52465,-98.60749,Bexar,1439.0,23.98333333333333,0.4612179487179488,0.011530448717948718
1537,9,0,1,0,0,1,2,0,5,1,1,0,0,The Heritage Nursing Home,32.82157,-95.42366,Wood,3033.0,50.55,0.9721153846153846,0.02430288461538461
1538,18,0,2,3,4,4,2,3,2,2,1,2,3,"The Highlands Guest Care Center, Llc",32.91211,-96.73563,Dallas,5266.0,87.76666666666668,1.6878205128205128,0.04219551282051282
1539,16,1,0,2,3,1,3,3,4,0,0,3,3,The Hillcrest of North Dallas,32.997279999999996,-96.79091,Collin,3932.0,65.53333333333333,1.2602564102564102,0.03150641025641025
1540,38,6,6,3,5,2,11,3,3,1,3,0,3,The Hills Nursing and Rehabilitation Center,33.272,-97.51417,Wise,12178.0,202.96666666666667,3.9032051282051277,0.0975801282051282
1544,71,7,4,6,10,9,3,8,11,6,5,7,8,The Homestead of Sherman,33.60451,-96.54562,Grayson,23089.0,384.81666666666666,7.400320512820513,0.1850080128205128
1548,24,1,1,3,2,4,6,3,4,3,3,4,4,The Lakes at Texas City,29.399409999999996,-94.99750999999999,Galveston,8630.0,143.83333333333334,2.7660256410256414,0.06915064102564103
1549,24,0,2,0,2,4,1,3,3,3,2,3,6,The Landing At Watermere,32.95998,-97.14859,Tarrant,8412.0,140.2,2.696153846153846,0.06740384615384615
1552,32,2,6,3,1,3,3,4,4,2,1,1,3,The Legacy at Town Creek,31.734579999999998,-95.53316,Anderson,9882.0,164.7,3.167307692307692,0.0791826923076923
1553,115,12,17,24,16,16,11,9,13,9,10,7,10,The Legacy Willow Bend,33.07735,-96.80704,Collin,33423.0,557.05,10.7125,0.26781249999999995
1554,6,2,1,1,0,0,1,1,1,0,0,0,0,The Lennwood Nursing and Rehabilitation,32.665620000000004,-96.87309,Dallas,2088.0,34.8,0.6692307692307692,0.01673076923076923
1556,33,4,2,5,3,1,5,2,6,6,6,3,3,The Lodge at Bear Creek,32.92498,-97.07177,Tarrant,11073.0,184.55,3.5490384615384616,0.08872596153846155
1557,48,4,4,9,4,9,3,11,7,2,5,4,3,The Madison on Marsh,32.96188,-96.89701,Dallas,15132.0,252.2,4.85,0.12125
1558,46,5,4,9,3,2,6,3,6,2,4,3,5,The Manor at Seagoville,32.60745,-96.54088,Dallas,13472.0,224.53333333333333,4.317948717948718,0.10794871794871794
1559,9,3,0,2,0,2,1,1,0,0,0,0,0,"The Manor Healthcare Residence, Ltd",31.65532,-96.46855,Limestone,2901.0,48.35,0.9298076923076924,0.02324519230769231
1561,9,0,1,1,2,2,3,3,2,1,1,1,1,The Meadows Health and Rehabilitation Center,32.87767,-96.74979,Dallas,3109.0,51.81666666666667,0.996474358974359,0.02491185897435897
1562,309,31,23,37,28,38,30,22,23,30,27,24,31,The Medical Resort at Bay Area,29.646079999999998,-95.13826,Harris,91023.0,1517.05,29.174038461538462,0.7293509615384616
1563,36,3,2,3,4,2,3,1,8,2,3,3,7,The Medical Resort at Pearland,29.546,-95.35082,Brazoria,10662.0,177.7,3.417307692307692,0.0854326923076923
1564,126,14,12,15,19,10,10,10,13,9,7,8,11,The Medical Resort at Sugar Land,29.56645,-95.63557,Fort Bend,38532.0,642.2,12.35,0.30875
1565,136,8,11,15,10,15,9,14,18,10,6,14,11,The Medical Resort at Sugar Land,29.56645,-95.63557,Fort Bend,39870.0,664.5,12.778846153846152,0.3194711538461538
1566,38,3,4,2,2,4,6,8,7,4,2,5,4,The Medical Resort At Willowbrook,29.977759999999996,-95.57315,Harris,11654.0,194.2333333333333,3.7352564102564103,0.09338141025641024
1567,19,0,1,2,2,2,2,4,7,3,1,1,0,The Medical Resort at Woodlands,30.10125,-95.35583000000001,Montgomery,5609.0,93.48333333333332,1.7977564102564103,0.044943910256410265
1569,42,5,5,5,11,4,7,6,2,2,1,1,3,The Meridian,29.309790000000003,-94.77747,Galveston,13080.0,218.0,4.1923076923076925,0.10480769230769232
1570,47,9,5,5,6,10,6,4,9,6,5,8,7,The MonteVista at Coronado,31.848209999999998,-106.53263999999999,El Paso,12393.0,206.55,3.972115384615385,0.09930288461538464
1571,3,0,0,0,0,1,0,1,1,0,0,0,0,The Oaks at Beaumont,30.05295,-94.17654,Jefferson,879.0,14.65,0.28173076923076923,0.007043269230769231
1572,1,0,0,0,0,0,1,1,0,0,0,0,0,The Oaks at Brookshire,29.838929999999998,-95.98250999999999,Waller,447.0,7.45,0.14326923076923076,0.003581730769230769
1573,17,1,0,1,1,0,2,1,0,0,4,2,5,The Oaks At Radford Hills Healthcare Center,32.57965,-99.6635,Taylor,5157.0,85.95,1.6528846153846155,0.04132211538461539
1574,3,0,0,0,0,0,0,1,0,1,0,1,0,"The Palms Nursing and Rehabilitation, LP",27.729459999999996,-97.38566999999999,Nueces,813.0,13.55,0.2605769230769231,0.006514423076923077
1575,72,4,10,10,9,11,13,10,8,1,4,8,13,The Park in Plano,33.021370000000005,-96.74101999999999,Collin,24542.0,409.03333333333336,7.866025641025642,0.19665064102564106
1577,77,12,10,14,8,6,14,11,9,9,5,2,5,The Pavilion At Creekwood,32.5698,-97.14273,Tarrant,24499.0,408.31666666666666,7.8522435897435905,0.19630608974358973
1578,61,4,6,5,8,5,9,5,7,8,5,3,6,THE PHOENIX POST ACUTE,29.39095,-94.91973,Galveston,17995.0,299.9166666666667,5.767628205128204,0.14419070512820514
1579,111,7,12,11,13,10,14,14,16,12,12,12,16,The Plaza at Edgemere Health Service,32.8652,-96.79097,Dallas,22749.0,379.15,7.2913461538461535,0.18228365384615386
1580,34,2,1,4,3,3,5,4,5,1,5,4,1,The Plaza at Lubbock,33.60429,-101.97648000000001,Lubbock,9234.0,153.9,2.9596153846153848,0.07399038461538462
1581,11,0,1,1,0,2,0,0,2,1,1,2,3,The Plaza at Richardson,32.97395,-96.74203,Dallas,2741.0,45.68333333333333,0.878525641025641,0.021963141025641026
1582,51,3,5,5,10,9,5,5,7,4,1,1,4,"The Rehabilitation and Wellness Centre of Dallas, LLC",32.80205,-96.78882,Dallas,16235.0,270.5833333333333,5.2035256410256405,0.13008814102564098
1583,7,0,1,1,0,1,1,1,0,1,2,2,3,The Renaissance at Kessler Park,32.73491,-96.90299999999999,Dallas,2875.0,47.91666666666666,0.9214743589743588,0.02303685897435897
1584,20,1,2,5,4,5,6,6,4,2,2,1,1,The Reserve at Richardson,32.97395,-96.74203,Dallas,6888.0,114.8,2.2076923076923083,0.055192307692307686
1585,27,4,3,4,3,4,1,0,2,2,2,5,2,The Resort at Texas City,29.39095,-94.91973,Galveston,5217.0,86.95,1.672115384615385,0.04180288461538462
1586,80,5,7,11,15,12,6,7,6,10,7,3,8,The Rio at Mainland Center,29.399409999999996,-94.99750999999999,Galveston,19640.0,327.3333333333333,6.294871794871796,0.15737179487179487
1587,36,6,1,2,2,3,5,3,3,7,5,2,0,The Rio At Mission Trails,29.3122,-98.39089,Bexar,6476.0,107.93333333333334,2.075641025641026,0.051891025641025636
1588,6,4,1,0,1,0,0,0,0,0,0,0,0,The Rosewood Retirement Community,31.138959999999997,-97.64326,Bell,1890.0,31.5,0.6057692307692307,0.01514423076923077
1591,41,2,2,7,6,4,4,6,4,0,2,7,6,The Springs Healthcare and Rehabilitation,30.50395,-97.82463,Williamson,13717.0,228.61666666666667,4.396474358974359,0.10991185897435897
1592,19,0,2,2,4,1,4,3,1,2,1,1,1,The Springs Nursing Center,33.00551,-94.59071,Cass,5817.0,96.95,1.8644230769230767,0.04661057692307692
1593,19,1,2,2,4,0,1,4,3,2,1,0,3,The Stayton at Museum Way,32.74171,-97.38195999999999,Tarrant,5597.0,93.28333333333332,1.7939102564102565,0.04484775641025642
1594,3,1,0,0,1,1,0,0,0,0,0,0,0,The Terrace at Denison,33.77167,-96.60413,Grayson,747.0,12.45,0.2394230769230769,0.005985576923076922
1595,12,2,0,1,1,1,1,3,0,1,0,2,0,The Villa at Marbridge,30.13281,-97.87467,Travis,2016.0,33.6,0.6461538461538462,0.016153846153846154
1596,44,5,3,6,9,3,3,2,9,1,0,4,6,The Villa at Mountain View,32.73491,-96.90299999999999,Dallas,13598.0,226.63333333333333,4.358333333333333,0.10895833333333334
1597,13,2,1,2,1,2,1,2,1,2,1,3,1,The Villa At Texarkana,33.51343,-94.13056999999999,Bowie,2529.0,42.15,0.8105769230769231,0.020264423076923083
1598,74,7,13,4,5,6,2,5,9,6,6,4,13,"The Village at Gleannloch Farms, Inc",30.0391,-95.5338,Harris,20522.0,342.03333333333336,6.577564102564103,0.16443910256410255
1601,21,1,2,4,6,5,4,4,5,3,3,4,3,The Village at Richardson,32.97395,-96.74203,Dallas,8353.0,139.21666666666667,2.67724358974359,0.06693108974358973
1602,41,7,7,8,10,4,3,4,2,2,2,0,2,The Vintage Health Care Center,33.22113,-97.14723000000001,Denton,11601.0,193.35,3.718269230769231,0.09295673076923076
1603,100,13,7,13,8,11,11,15,11,5,4,4,5,The Waterton Healthcare and Rehabilitation,32.23855,-95.32063000000001,Smith,29124.0,485.4,9.334615384615383,0.2333653846153846
1604,13,5,0,2,0,0,0,2,1,3,0,0,0,The Wesleyan at Scenic,30.665390000000002,-97.59735,Williamson,3501.0,58.35,1.1221153846153846,0.02805288461538461
1605,18,0,2,0,3,3,0,3,4,5,3,0,1,The Westbury Place,29.65245,-95.47702,Harris,6378.0,106.3,2.044230769230769,0.051105769230769225
1606,85,11,5,9,11,6,7,7,7,8,8,7,10,The Woodlands Healthcare Center,30.178179999999998,-95.50144,Montgomery,25417.0,423.61666666666673,8.146474358974361,0.20366185897435896
1610,19,1,1,1,0,3,2,0,4,2,3,1,2,TimberRidge Health and Rehabilitation Center,30.941509999999997,-94.05383,Jasper,4785.0,79.75,1.5336538461538465,0.03834134615384616
